ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Industry Sector,Industry Sector,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,yiopop RCA,Slug Detailed Occupation,Workforce Prev,Workforce Growth,Wage Prev,Average Wage Growth,Share
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472152,"Plumbers, pipefitters, and steamfitters",2022,2022,92,Public Administration,True,True,5880,1882.5868814294488,70363.32346938776,14140.68063141125,281,0.2172338536077163,plumbers-pipefitters-and-steamfitters,5652.0,4.033970276008493,64817.81086341119,8.555538257320174,0.0784988771857031
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472211,Sheet metal workers,2022,2022,92,Public Administration,True,True,2551,1240.0133090276508,64861.43590748726,12290.559329427488,115,0.4056873784781476,sheet-metal-workers,2592.0,-1.5817901234567902,61473.90586419753,5.510517016395792,0.0340562305613484
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472221,Structural iron & steel workers,2022,2022,92,Public Administration,True,True,367,470.334966313947,46227.22615803815,20821.4853739306,21,0.1221017678814535,structural-iron-steel-workers,413.0,-11.138014527845035,44932.33171912833,2.8818767897561903,0.0048995047495158
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472XXX,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2022,2022,92,Public Administration,True,True,382,479.85043716876993,77782.56020942409,32208.16877873789,20,0.0612868311332589,brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers,394.0,-3.045685279187817,70537.53299492385,10.27116615351662,0.0050997569872344
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,473010,"Helpers, construction trades",2022,2022,92,Public Administration,True,True,564,583.0603453731453,36358.41134751773,13523.05995906105,18,0.2431823348362431,helpers-construction-trades,326.0,73.00613496932516,28215.83128834356,28.858196577529192,0.0075294841382205
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,474011,Construction & building inspectors,2022,2022,92,Public Administration,True,True,26956,4030.5470983164273,70330.2685487461,4730.6937837005935,1400,5.424043211442873,construction-building-inspectors,27168.0,-0.7803297997644287,65210.88648409894,7.850502179410597,0.35986662132956
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,474021,Elevator installers & repairers,2022,2022,92,Public Administration,True,True,259,395.1156855953611,80152.24324324324,72363.83422488875,11,0.174010535948032,elevator-installers-repairers,89.0,191.01123595505612,87329.9213483146,-8.219036493166252,0.0034576886379416
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,474041,Hazardous materials removal workers,2022,2022,92,Public Administration,True,True,1420,925.1601200935316,89641.24436619718,45933.44085753819,66,1.100352669685707,hazardous-materials-removal-workers,1602.0,-11.36079900124844,78847.90074906367,13.688815446696184,0.0189572118373636
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,474051,Highway maintenance workers,2022,2022,92,Public Administration,True,True,4675,1678.6451219214928,45887.05219251337,8595.270242099332,262,1.0885615989658188,highway-maintenance-workers,4460.0,4.820627802690583,43911.78565022421,4.4982605763814405,0.0624119474223064
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,4740XX,Other construction and related workers,2022,2022,92,Public Administration,True,True,452,521.9673414475033,50254.62831858407,29952.66379598136,19,0.1982928807699103,other-construction-and-related-workers,454.0,-0.4405286343612335,44067.759911894274,14.039443845249572,0.0060342674299213
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,475032,"Explosives workers, ordnance handling experts, and blasters",2022,2022,92,Public Administration,True,True,1454,936.1703589398876,78656.92434662998,27490.12812583732,66,1.7257087508119728,explosives-workers-ordnance-handling-experts-and-blasters,1624.0,-10.467980295566502,72392.16564039409,8.65391807361572,0.0194111169095259
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,4750XX,"Miscellaneous extraction workers, including roof bolters & helpers",2022,2022,92,Public Administration,True,True,296,422.3963839559366,58424.59459459459,38360.00045282686,10,0.0919055384620938,miscellaneous-extraction-workers-including-roof-bolters-helpers,281.0,5.338078291814947,52461.77580071175,11.36602545924866,0.0039516441576476
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",491011,"Firstline supervisors of mechanics, installers, & repairers",2022,2022,92,Public Administration,True,True,13741,2877.824547812533,76637.26402736336,7034.024135303913,695,1.1017495653681642,firstline-supervisors-of-mechanics-installers-repairers,14921.0,-7.908317136921118,71209.77555123651,7.621830618215736,0.1834443998994467
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",492011,"Computer, automated teller, & office machine repairers",2022,2022,92,Public Administration,True,True,5243,1777.6948046381017,68172.22983024985,13612.719978046338,228,0.7468462719567929,computer-automated-teller-office-machine-repairers,5615.0,-6.625111308993767,63281.61656277828,7.728331754325309,0.0699948321572519
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",492020,Radio & telecommunications equipment installers & repairers,2022,2022,92,Public Administration,True,True,6644,2001.1520414345248,73558.44972907887,12330.253657177813,349,0.8216049239308698,radio-telecommunications-equipment-installers-repairers,6963.0,-4.581358609794629,75016.40672124084,-1.9435174995514013,0.088698391160172
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",492091,Avionics technicians,2022,2022,92,Public Administration,True,True,2450,1215.2183071537854,68701.52489795919,14747.973123617172,101,1.7998655087112687,avionics-technicians,2426.0,0.989282769991756,62194.73454245672,10.46196338543846,0.0327078654940429
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",492092,"Electric motor, power tool, & related repairers",2022,2022,92,Public Administration,True,True,938,751.9255443063983,71598.05330490405,22258.65702942726,42,0.7521689552154862,electric-motor-power-tool-related-repairers,946.0,-0.8456659619450317,63842.83509513742,12.1473587415251,0.012522439932005
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",492097,Electronic home entertainment equipment installers & repairers,2022,2022,92,Public Administration,True,True,123,272.2871453243324,65352.46341463415,84997.07644161614,11,0.0708273934999148,electronic-home-entertainment-equipment-installers-repairers,169.0,-27.2189349112426,71198.14792899408,-8.210444631494951,0.0016420683492927
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",492098,Security & fire alarm systems installers,2022,2022,92,Public Administration,True,True,871,724.5737442322925,71061.59586681974,17605.99105076434,38,0.3077868229151951,security-fire-alarm-systems-installers,758.0,14.907651715039576,64602.456464379946,9.998287613105225,0.0116279799368618
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",49209X,"Electrical & electronics repairers, transportation equipment, & industrial & utility",2022,2022,92,Public Administration,True,True,622,612.3067725965076,87972.49356913184,35699.02906336255,26,0.3725790299362018,electrical-electronics-repairers-transportation-equipment-industrial-utility,996.0,-37.55020080321285,74289.63554216867,18.41825973045248,0.0083037927907325
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493011,Aircraft mechanics & service technicians,2022,2022,92,Public Administration,True,True,20019,3473.5005355486937,70052.01383685498,7640.327300270085,809,2.068979425839572,aircraft-mechanics-service-technicians,23697.0,-15.520952019242944,62711.19027725029,11.70576340067926,0.2672566364592841
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493021,Automotive body & related repairers,2022,2022,92,Public Administration,True,True,183,332.1238336583743,63547.43715846995,14529.570814330707,8,0.030194905031135,automotive-body-related-repairers,247.0,-25.910931174089068,61900.465587044535,2.6606771949226107,0.0024430773001672
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493023,Automotive service technicians & mechanics,2022,2022,92,Public Administration,True,True,10740,2544.260455086966,56108.22253258846,6570.252724316452,496,0.2800032827652386,automotive-service-technicians-mechanics,11346.0,-5.341089370703331,53911.109465891066,4.075436563010226,0.1433806022065393
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493031,Bus & truck mechanics & diesel engine specialists,2022,2022,92,Public Administration,True,True,12728,2769.7251365370707,59374.91915461973,5607.506064161428,534,0.8415195967294098,bus-truck-mechanics-diesel-engine-specialists,12857.0,-1.0033444816053512,53887.33662596251,10.183436169330635,0.1699206987788485
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493040,Heavy vehicle & mobile equipment service technicians & mechanics,2022,2022,92,Public Administration,True,True,5690,1851.922334668645,67120.5330404218,13022.838967182037,249,0.4932402781537224,heavy-vehicle-mobile-equipment-service-technicians-mechanics,5311.0,7.136132555074375,61399.49632837507,9.317725802585803,0.0759623488412671
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493050,Small engine mechanics,2022,2022,92,Public Administration,True,True,764,678.6101441028114,51344.14397905759,17055.738823497843,24,0.4079921968638695,small-engine-mechanics,704.0,8.522727272727272,47889.34375,7.214131492577803,0.0101995139744689
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493090,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",2022,2022,92,Public Administration,True,True,191,339.3057110901464,47369.55497382199,32757.868326934968,11,0.0437208411840509,miscellaneous-vehicle-mobile-equipment-mechanics-installers-repairers,295.0,-35.25423728813559,44969.44406779661,5.337203863154139,0.0025498784936172
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499010,Control & valve installers & repairers,2022,2022,92,Public Administration,True,True,816,701.3239548897682,79209.64583333333,80034.59205351892,38,0.655607478225605,control-valve-installers-repairers,1086.0,-24.86187845303868,67638.2044198895,17.107848312485896,0.0108937217318934
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499021,"Heating, air conditioning, & refrigeration mechanics & installers",2022,2022,92,Public Administration,True,True,5443,1811.2823533933213,64460.79790556678,8679.787934350314,271,0.2619928694115042,heating-air-conditioning-refrigeration-mechanics-installers,5137.0,5.95678411524236,59361.46505742651,8.590308280308037,0.0726648619935003
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499043,"Maintenance workers, machinery",2022,2022,92,Public Administration,True,True,325,442.6046529507683,63453.47076923077,55528.906283772114,13,0.2536513468861221,maintenance-workers-machinery,393.0,-17.302798982188293,48949.13486005089,29.63144486751159,0.0043387984839036
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499044,Millwrights,2022,2022,92,Public Administration,True,True,237,377.96239591904407,63941.17721518988,48041.379008396245,11,0.097339434954054,millwrights,199.0,19.09547738693467,59749.05527638191,7.016214598567998,0.0031639853559543
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",49904X,Industrial & refractory machinery mechanics,2022,2022,92,Public Administration,True,True,6339,1954.681873707076,64509.45732765421,9052.589981475456,298,0.34022858974092,industrial-refractory-machinery-mechanics,6463.0,-1.9186136469131985,57596.34736190624,12.002688160604167,0.0846265956598932
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499051,Electrical powerline installers & repairers,2022,2022,92,Public Administration,True,True,448,519.6526258256262,54442.80357142857,37778.33550570369,25,0.0724376757573624,electrical-powerline-installers-repairers,534.0,-16.10486891385768,67325.90262172285,-19.13542715153665,0.0059808668331964
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499052,Telecommunications line installers & repairers,2022,2022,92,Public Administration,True,True,866,722.491044858431,84602.21131639722,46689.05749052078,40,0.1399310194265368,telecommunications-line-installers-repairers,812.0,6.65024630541872,67102.97660098522,26.07817954107729,0.0115612291909555
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499060,Precision instrument & equipment repairers,2022,2022,92,Public Administration,True,True,841,711.9861671956386,74120.65755053508,25152.929047063568,46,0.2948663116928553,precision-instrument-equipment-repairers,911.0,-7.683863885839736,59996.94840834248,23.540712514353004,0.0112274754614245
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499071,"Maintenance & repair workers, general",2022,2022,92,Public Administration,True,True,43713,5132.366451188103,56001.61837439663,3937.733643520152,2023,1.2654203199460086,maintenance-repair-workers-general,42092.0,3.851088092749216,52178.4347857075,7.327133526313376,0.5835750711596327
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499091,"Coin, vending, & amusement machine servicers & repairers",2022,2022,92,Public Administration,True,True,356,463.2327431155724,25720.814606741573,21757.477264753183,13,0.2589087634186336,coin-vending-amusement-machine-servicers-repairers,297.0,19.865319865319865,22467.33333333333,14.48094095164049,0.0047526531085221
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499094,Locksmiths & safe repairers,2022,2022,92,Public Administration,True,True,1090,810.5623956194167,63948.03027522936,17602.23436472173,56,0.9115274765326143,locksmiths-safe-repairers,1222.0,-10.801963993453354,57503.39279869067,11.2074038815418,0.0145516626075538
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499096,Riggers,2022,2022,92,Public Administration,True,True,631,616.7207169393191,69557.89540412044,33639.55562602948,25,1.081555205540293,riggers,619.0,1.938610662358643,64848.51211631664,7.262130053742383,0.0084239441333637
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499098,"Helpersinstallation, maintenance, & repair workers ",2022,2022,92,Public Administration,True,True,102,247.95604406332745,45980.25490196078,33700.84768992691,7,0.0888710171451232,helpersinstallation-maintenance-repair-workers,69.0,47.82608695652174,39701.362318840576,15.815307627719646,0.0013617152164866
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",4990XX,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2022,2022,92,Public Administration,True,True,5182,1767.323554712685,62473.35874179853,12584.728274290288,258,0.5121557743292195,miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians,6265.0,-17.286512370311254,57165.3514764565,9.28535752557758,0.0691804730571961
450000-490000,"Natural resources, construction, & maintenance occupations",450000,"Farming, Fishing, & Forestry Occupations",450000,"Farming, Fishing, & Forestry Occupations",451011,"Firstline supervisors of farming, fishing, & forestry workers",2021,2021,92,Public Administration,True,True,624,613.2903834906771,40568.40865384616,21695.27112114677,31,0.2458684482289747,firstline-supervisors-of-farming-fishing-forestry-workers,388.0,60.824742268041234,46266.68556701031,-12.31615544387994,0.0083936593974078
450000-490000,"Natural resources, construction, & maintenance occupations",450000,"Farming, Fishing, & Forestry Occupations",450000,"Farming, Fishing, & Forestry Occupations",452011,Agricultural inspectors,2021,2021,92,Public Administration,True,True,9547,2398.802384266888,56523.9044726092,9389.725507098736,530,14.570603677201294,agricultural-inspectors,10666.0,-10.491280705044066,54798.13435214701,3.149322765939326,0.1284202985048928
450000-490000,"Natural resources, construction, & maintenance occupations",450000,"Farming, Fishing, & Forestry Occupations",450000,"Farming, Fishing, & Forestry Occupations",452041,"Graders & sorters, agricultural products",2021,2021,92,Public Administration,True,True,348,457.9983142401428,56549.39942528736,50684.14268511155,21,0.1326618226333928,graders-sorters-agricultural-products,346.0,0.5780346820809248,54605.66184971098,3.5595898112654534,0.0046810792793236
450000-490000,"Natural resources, construction, & maintenance occupations",450000,"Farming, Fishing, & Forestry Occupations",450000,"Farming, Fishing, & Forestry Occupations",4520XX,"Miscellaneous agricultural workers, including animal breeders",2021,2021,92,Public Administration,True,True,1404,919.9331960308816,36628.67592592593,17088.84251228976,74,0.0384986019738287,miscellaneous-agricultural-workers-including-animal-breeders,1232.0,13.96103896103896,36342.606331168834,0.7871466128496916,0.0188857336441677
450000-490000,"Natural resources, construction, & maintenance occupations",450000,"Farming, Fishing, & Forestry Occupations",450000,"Farming, Fishing, & Forestry Occupations",453031,Fishing and hunting workers,2021,2021,92,Public Administration,True,True,510,554.4458182618333,27873.398039215685,19489.264213468043,27,0.4777022291251623,fishing-and-hunting-workers,558.0,-8.60215053763441,25887.517921146955,7.671187806099043,0.0068602023921122
450000-490000,"Natural resources, construction, & maintenance occupations",450000,"Farming, Fishing, & Forestry Occupations",450000,"Farming, Fishing, & Forestry Occupations",454011,Forest & conservation workers,2021,2021,92,Public Administration,True,True,2325,1183.81241226067,46272.54967741935,14439.9391395716,139,2.869045276962696,forest-conservation-workers,2245.0,3.5634743875278394,43831.718485523386,5.568641331510004,0.031274452081688
450000-490000,"Natural resources, construction, & maintenance occupations",450000,"Farming, Fishing, & Forestry Occupations",450000,"Farming, Fishing, & Forestry Occupations",454020,Logging workers,2021,2021,92,Public Administration,True,True,416,500.74984658882295,39717.21634615384,39551.68151172293,27,0.215168602449804,logging-workers,348.0,19.54022988505747,41780.36494252874,-4.938081798023715,0.0055957729316052
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,471011,Firstline supervisors of construction trades & extraction workers,2021,2021,92,Public Administration,True,True,4110,1573.9457205640954,75531.3895377129,28042.34896637099,215,0.1239699791110233,firstline-supervisors-of-construction-trades-extraction-workers,3873.0,6.119287374128582,71828.70772011361,5.154877395298661,0.0552851604540808
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472011,Boilermakers,2021,2021,92,Public Administration,True,True,335,449.3623476041303,71888.23582089553,48547.86030692846,13,0.4157422913051783,boilermakers,206.0,62.62135922330098,71869.89320388349,0.0255219761632334,0.0045062113752109
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472031,Carpenters,2021,2021,92,Public Administration,True,True,2902,1322.5718772860985,53084.513439007584,13330.390504424213,155,0.0602373012854111,carpenters,2996.0,-3.1375166889185584,49949.56909212283,6.276219002215861,0.0390358967488424
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472061,Construction laborers,2021,2021,92,Public Administration,True,True,3539,1460.5281897856928,50903.74879909579,16311.590946860986,173,0.0458972552655777,construction-laborers,3858.0,-8.268532918610678,50123.87039917056,1.5559021953303491,0.047604424050363
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472070,Construction equipment operators,2021,2021,92,Public Administration,True,True,7593,2139.294252608614,50285.44514684578,7458.734817091719,387,0.4167623345501525,construction-equipment-operators,7455.0,1.851106639839034,48344.6419852448,4.014515532441683,0.1021363073790354
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472111,Electricians,2021,2021,92,Public Administration,True,True,15155,3022.2536080661025,62808.03081491257,6152.15708945252,685,0.3603401056319912,electricians,15277.0,-0.7985861098383191,61181.88865614977,2.6578815961402094,0.2038556220636484
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472140,Painters & paperhangers,2021,2021,92,Public Administration,True,True,4055,1563.379268619138,53028.87176325524,7944.241884566081,162,0.1875911599119279,painters-paperhangers,4294.0,-5.565905915230554,47673.14136003726,11.2342720668865,0.0545453347059118
450000-490000,"Natural resources, construction, & maintenance occupations",470000,Construction & Extraction Occupations,470000,Construction & Extraction Occupations,472151,Pipelayers,2021,2021,92,Public Administration,True,True,193,341.0775503850318,55279.99481865285,45838.9652660894,13,0.0769444474474101,pipelayers,277.0,-30.324909747292416,52069.26714801444,6.166262454801694,0.002596115807211
