ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Industry Sector,Industry Sector,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,yiopop RCA,Slug Detailed Occupation,Workforce Prev,Workforce Growth,Wage Prev,Average Wage Growth,Share
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519080,"Medical, dental, & ophthalmic laboratory technicians",2022,2022,92,Public Administration,True,True,392,486.09061096617353,57817.69132653061,26879.39041260523,23,0.0952519290183575,medical-dental-ophthalmic-laboratory-technicians,445.0,-11.910112359550562,64650.05842696629,-10.568230356905325,0.0052332584790468
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2022,2022,92,Public Administration,True,True,1396,917.308620889028,63564.467048710605,15908.657432864473,55,0.2053013460744198,painting-workers,1460.0,-4.383561643835616,60530.71712328767,5.011918030384237,0.0186368082570138
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2022,2022,92,Public Administration,True,True,793,691.3695059503751,57405.50315258512,33432.45887719722,40,0.6266161496463081,photographic-process-workers-processing-machine-operators,859.0,-7.683352735739232,56618.22002328288,1.390511974729138,0.0105866683007249
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2022,2022,92,Public Administration,True,True,172,321.98729571353573,49406.98837209302,67054.33597933376,6,0.4939412890548383,etchers-engravers,150.0,14.666666666666666,44207.68666666667,11.76108070216376,0.0022962256591736
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519198,Helpersproduction workers,2022,2022,92,Public Administration,True,True,821,703.4693259934005,42123.27283800244,26810.53871621797,50,0.2643351596717854,helpersproduction-workers,649.0,26.50231124807396,39219.43759630201,7.404071602429685,0.0109604724777997
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,5191XX,"Miscellaneous production workers, including semiconductor processors",2022,2022,92,Public Administration,True,True,16520,3155.412903488023,57697.44685230024,7236.546654116937,768,0.2532954834628269,miscellaneous-production-workers-including-semiconductor-processors,15816.0,4.451188669701568,52242.02731411229,10.442587737620714,0.2205444644741182
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,531000,Supervisors of transportation & material moving workers,2022,2022,92,Public Administration,True,True,3938,1540.660659660154,66300.35068562723,13144.406522642295,201,0.2654346629106737,supervisors-of-transportation-material-moving-workers,3720.0,5.860215053763441,62328.025,6.373257753036819,0.0525728874757311
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,532010,Aircraft pilots & flight engineers,2022,2022,92,Public Administration,True,True,7582,2137.7446360609606,113016.89026642048,18616.65831711158,335,0.762905895186845,aircraft-pilots-flight-engineers,8058.0,-5.907172995780591,98439.03847108464,14.809014819479268,0.101220831092177
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,532020,Air traffic controllers & airfield operations specialists,2022,2022,92,Public Administration,True,True,7113,2070.575205721648,106712.83045128638,15537.347555689104,298,3.504578264068063,air-traffic-controllers-airfield-operations-specialists,7225.0,-1.5501730103806228,93552.63515570934,14.06715617756054,0.0949596111261745
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,533011,"Ambulance drivers & attendants, except emergency medical technicians",2022,2022,92,Public Administration,True,True,764,678.6101441028114,51057.0,21425.73014182232,33,1.5266584614985867,ambulance-drivers-attendants-except-emergency-medical-technicians,702.0,8.831908831908832,47584.91168091168,7.296616083625346,0.0101995139744689
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,533030,Driver/sales workers & truck drivers,2022,2022,92,Public Administration,True,True,20021,3473.6740185694407,49983.0044453324,5533.3004813493,902,0.1155012646606576,driversales-workers-truck-drivers,21701.0,-7.741578729090826,46600.65517718077,7.258158185312134,0.2672833367576466
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,533051,"Bus drivers, school",2022,2022,92,Public Administration,True,True,405,494.0850259911106,24867.0,22999.12772920316,22,0.0286342763221687,bus-drivers-school,863.0,-53.07068366164543,31719.6292004635,-21.603749391759493,0.005406810418403
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,533052,"Bus drivers, transit and intercity",2022,2022,92,Public Administration,True,True,3785,1510.435893631541,51532.992073976224,12352.884960199392,158,0.3185777803001041,bus-drivers-transit-and-intercity,3137.0,20.656678355116355,48045.83869939433,7.257971697402913,0.050530314651001
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,533053,Shuttle drivers and chauffeurs,2022,2022,92,Public Administration,True,True,1807,1043.6412961165197,39236.47924737133,13729.657058384775,80,0.4384264410721826,shuttle-drivers-and-chauffeurs,2210.0,-18.23529411764705,34792.8963800905,12.771523298139623,0.0241237195705043
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,533054,Taxi drivers,2022,2022,92,Public Administration,True,True,127,276.6791532108249,26986.48031496063,19785.22575402902,6,0.0089263699227905,taxi-drivers,1682.0,-92.44946492271106,39252.17419738407,-31.24844453391037,0.0016954689460177
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,533099,"Motor vehicle operators, all other",2022,2022,92,Public Administration,True,True,9920,2445.211523571863,44349.09012096774,8985.194754132512,432,1.4807847217690735,motor-vehicle-operators-all-other,7522.0,31.87981919702207,39591.44775325711,12.016843630880429,0.1324334798779209
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,534010,Locomotive engineers & operators,2022,2022,92,Public Administration,True,True,315,435.7421639979608,94726.14285714286,54240.17393496183,17,0.1455986338421045,locomotive-engineers-operators,301.0,4.651162790697675,88196.19933554817,7.403883127379551,0.0042052969920912
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,534031,Railroad conductors & yardmasters,2022,2022,92,Public Administration,True,True,939,752.3262482538879,77176.05750798722,40377.33441183678,42,0.4141053449680734,railroad-conductors-yardmasters,922.0,1.843817787418655,71781.7169197397,7.514922768257298,0.0125357900811862
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,5340XX,"Subway, streetcar, & other rail transportation workers",2022,2022,92,Public Administration,True,True,334,448.6911620829375,96896.14670658682,56944.330117002006,15,0.3117991977051184,subway-streetcar-other-rail-transportation-workers,170.0,96.47058823529412,64870.24705882353,49.36916552625829,0.0044589498265348
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,535020,Ship & boat captains & operators,2022,2022,92,Public Administration,True,True,1691,1009.5879272287096,77572.66942637492,27987.71996615268,74,0.7660392642767525,ship-boat-captains-operators,1684.0,0.4156769596199525,76976.02731591449,0.7751011987300681,0.0225751022654802
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,5350XX,"Sailors & marine oilers, & ship engineers",2022,2022,92,Public Administration,True,True,1466,940.0255352593448,91492.91882673942,49404.66281569235,72,0.7222287566412778,sailors-marine-oilers-ship-engineers,1612.0,-9.057071960297764,88124.99565756824,3.821756976032186,0.0195713186997008
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,536021,Parking lot attendants,2022,2022,92,Public Administration,True,True,488,542.3554055457106,32278.850409836065,33960.304395634375,28,0.1372759841657839,parking-lot-attendants,504.0,-3.1746031746031744,27598.829365079364,16.957317221136574,0.0065148728004461
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,536030,Transportation service attendants,2022,2022,92,Public Administration,True,True,916,743.0553884381397,60990.241266375546,24843.670822181048,43,0.1704132792603855,transportation-service-attendants,1297.0,-29.37548188126446,50545.66538164996,20.66364307574705,0.0122287366500176
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,536051,Transportation inspectors,2022,2022,92,Public Administration,True,True,6383,1961.4537364900832,83153.6009713301,14108.43087686595,315,2.88422516295602,transportation-inspectors,5848.0,9.148426812585498,76387.84199726403,8.857114950712191,0.0852140022238678
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,536061,"Transportation attendants, except flight attendants",2022,2022,92,Public Administration,True,True,318,437.8122053657821,24549.12893081761,27148.451892968336,12,0.1962484090186868,transportation-attendants-except-flight-attendants,326.0,-2.4539877300613497,27671.88650306749,-11.284946445207892,0.0042453474396349
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,5360XX,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians",2022,2022,92,Public Administration,True,True,6218,1935.9370941643883,59165.57719523962,9879.220210531304,285,3.258753905851083,miscellaneous-transportation-workers-including-bridge-lock-tenders-traffic-technicians,5392.0,15.318991097922847,53625.54821958457,10.330950749388858,0.0830112276089629
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,537021,Crane & tower operators,2022,2022,92,Public Administration,True,True,825,705.1809234516126,69734.90545454546,30603.334719164308,28,0.2617181504432518,crane-tower-operators,629.0,31.160572337042925,71926.9252782194,-3.0475650324200863,0.0110138730745246
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,537051,Industrial truck & tractor operators,2022,2022,92,Public Administration,True,True,1720,1018.2080513537431,42195.38895348837,16138.424564139585,90,0.0535162664415295,industrial-truck-tractor-operators,1701.0,1.1169900058788949,39896.57436801881,5.76193475726652,0.0229622565917362
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,537061,Cleaners of vehicles & equipment,2022,2022,92,Public Administration,True,True,1777,1034.9418191068162,42077.31513787282,14992.36485162752,87,0.0998719618953034,cleaners-of-vehicles-equipment,1608.0,10.50995024875622,38786.48383084577,8.484479597013507,0.023723215095067
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,537062,"Laborers & freight, stock, & material movers, hand",2022,2022,92,Public Administration,True,True,28857,4170.221780095264,42547.526076861766,4436.635743298517,1360,0.2366525816779964,laborers-freight-stock-material-movers-hand,29817.0,-3.219639802797062,40034.94476305464,6.2759704769864255,0.3852452549231011
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,537064,"Packers & packagers, hand",2022,2022,92,Public Administration,True,True,694,646.7754148626934,35880.16714697406,18199.8880579944,39,0.02619964073641,packers-packagers-hand,563.0,23.26820603907638,37434.97158081705,-4.153347440070516,0.0092650035317819
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,537065,Stockers and order fillers,2022,2022,92,Public Administration,True,True,11474,2629.758103762548,51329.36613212481,6811.70873975924,573,0.1348308517938228,stockers-and-order-fillers,12996.0,-11.711295783317944,47192.14396737458,8.766760348100359,0.1531796117055709
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,537070,Pumping station operators,2022,2022,92,Public Administration,True,True,321,439.8725051393304,52494.25856697819,55357.35760171719,16,0.2563122220420121,pumping-station-operators,331.0,-3.0211480362537766,50736.02416918429,3.465455613807845,0.0042853978871786
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,537081,Refuse & recyclable material collectors,2022,2022,92,Public Administration,True,True,2234,1160.4145191013731,41027.53625783348,12633.426476534623,118,0.4782049144716226,refuse-recyclable-material-collectors,2001.0,11.644177911044478,36215.1904047976,13.288197022425068,0.0298242332708946
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,5370XX,"Conveyor operators & tenders, & hoist & winch operators",2022,2022,92,Public Administration,True,True,88,230.31168308416005,90606.42045454546,189446.1423195555,6,0.0895306247667587,conveyor-operators-tenders-hoist-winch-operators,86.0,2.3255813953488373,84800.97674418605,6.845963258032203,0.0011748131279492
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,537000,Material Moving Occupations,5371XX,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",2022,2022,92,Public Administration,True,True,671,635.9677028667231,51795.9478390462,21967.12529868933,25,0.1819659819891158,miscellaneous-material-moving-workers-including-mine-shuttle-car-operators-tank-car-truck-ship-loaders,761.0,-11.826544021024969,48024.0,7.854297515921628,0.0089579501006133
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,511011,Firstline supervisors of production & operating workers,2021,2021,92,Public Administration,True,True,5891,1884.3465931952928,73854.06229842133,10803.235381630737,314,0.143980156242242,firstline-supervisors-of-production-operating-workers,5423.0,8.629909644108427,73708.97621242855,0.1968363874362347,0.0792420633175158
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,512020,"Electrical, electronics, & electromechanical assemblers",2021,2021,92,Public Administration,True,True,296,422.3963803471802,77157.45608108108,42121.363723604845,12,0.0483693551094219,electrical-electronics-electromechanical-assemblers,255.0,16.07843137254902,77823.1294117647,-0.855366952877885,0.0039816076628729
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,5120XX,Other assemblers and fabricators,2021,2021,92,Public Administration,True,True,1962,1087.480391478072,52428.76095820592,15794.821063515628,92,0.0394405665567173,other-assemblers-and-fabricators,1935.0,1.3953488372093024,49669.89870801033,5.554394758108613,0.0263916021437728
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,513020,"Butchers & other meat, poultry, & fish processing workers",2021,2021,92,Public Administration,True,True,438,513.8202110384893,50349.76484018265,16919.678215242453,16,0.0352557636137834,butchers-other-meat-poultry-fish-processing-workers,338.0,29.585798816568047,39270.3224852071,28.213270617141266,0.0058917032308728
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,514041,Machinists,2021,2021,92,Public Administration,True,True,2527,1234.1664626896445,59527.637910565885,13444.328168161972,136,0.1470671789636208,machinists,2926.0,-13.636363636363637,57132.6989063568,4.191888445764658,0.033991630284054
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,514111,Tool & die makers,2021,2021,92,Public Administration,True,True,184,333.03003666402134,61196.54347826087,46449.96031935713,10,0.0669257740195965,tool-die-makers,202.0,-8.91089108910891,59675.80693069307,2.5483300951991668,0.0024750534120561
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,514120,"Welding, soldering, & brazing workers",2021,2021,92,Public Administration,True,True,4080,1568.1910283298282,55621.35490196078,9041.455528765562,177,0.1438664165704062,welding-soldering-brazing-workers,4089.0,-0.2201027146001467,53491.943996087066,3.980806728634656,0.0548816191368977
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,514XXX,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters",2021,2021,92,Public Administration,True,True,355,462.5816745805971,77854.5971830986,86160.01343680196,18,0.0174083540266782,miscellaneous-metal-workers-plastic-workers-including-multiple-machine-tool-setters,305.0,16.39344262295082,71399.97377049181,9.04009213414355,0.0047752389199996
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,515111,Prepress technicians & workers,2021,2021,92,Public Administration,True,True,427,507.3271228200264,38943.1943793911,34991.86207348254,21,0.367453309114185,prepress-technicians-workers,547.0,-21.937842778793417,38355.04204753199,1.5334420208175776,0.005743738081239
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,515112,Printing press operators,2021,2021,92,Public Administration,True,True,1149,832.2103609499067,52815.26631853786,13424.283156964286,59,0.153947995943928,printing-press-operators,1345.0,-14.572490706319702,52547.05278810409,0.5104254495781948,0.0154556324481116
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,516011,Laundry & drycleaning workers,2021,2021,92,Public Administration,True,True,670,635.4936205145418,31722.10895522388,18938.345994736905,30,0.0940552785200433,laundry-drycleaning-workers,585.0,14.529914529914532,26027.755555555555,21.87800399275258,0.0090124227504219
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,516031,Sewing machine operators,2021,2021,92,Public Administration,True,True,102,247.9560433333323,55573.06862745098,57780.5281462889,9,0.0143366298676059,sewing-machine-operators,76.0,34.21052631578947,46909.23684210526,18.469351387036745,0.0013720404784224
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,516050,"Tailors, dressmakers, & sewers",2021,2021,92,Public Administration,True,True,102,247.9560433333323,36149.5,41807.994118952105,7,0.041467200738222,tailors-dressmakers-sewers,134.0,-23.88059701492537,34357.664179104475,5.215243421539925,0.0013720404784224
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,517041,"Sawing machine setters, operators, & tenders, wood",2021,2021,92,Public Administration,True,True,107,253.9606870997681,31859.57943925233,52272.15593199129,19,0.0787472722241339,sawing-machine-setters-operators-tenders-wood,104.0,2.8846153846153846,30290.53846153846,5.179970569708328,0.0014392973646196
